"covar_continua";"covar_discreta";"covar_binaria";"resposta"
-0,945513352004717;46;1;0
-0,456080480347887;36;0;0
-0,218724255177451;44;0;0
-1,16152652299219;37;0;0
2,37987929983878;48;1;0
-0,764470521950113;49;0;0
-1,57579357789179;41;0;0
0,0847293885588514;49;0;0
0,613306955024297;48;0;0
-0,558941790524929;39;0;0
-1,36321526969293;38;1;0
0,641883834276354;44;0;0
-2,74242942104876;39;0;0
1,48422376078596;40;1;0
-1,53342767360425;41;1;0
0,449163184686021;39;1;0
-0,0140428953952693;40;1;0
-0,0986197769815368;32;1;0
-0,98170535001276;40;0;0
-0,714341734784125;50;1;0
0,170743817842133;45;0;0
1,12927967433827;46;0;0
-0,0135227258776698;45;0;0
-0,517914127835576;29;0;0
0,30123723890272;34;0;0
0,440432001812109;46;1;0
-2,8252490238047;31;1;0
1,65653585273286;44;1;0
0,328358058375965;45;1;0
1,29759938723058;39;0;0
0,127796185079684;49;1;0
-0,26798983827984;37;1;0
1,03148471568322;43;0;0
-0,411590196287101;38;1;0
0,650525630044668;32;1;0
1,32699609739422;31;0;0
0,449704405419032;36;0;0
-0,115152385414286;33;1;0
1,0710348197988;38;0;0
-1,16232871026465;37;1;0
0,88518584191824;38;1;0
-2,03764404300852;41;0;0
0,188444264590709;34;0;0
0,350760219418317;36;0;0
-1,61297308739557;42;1;0
-1,9382744767254;30;1;0
0,379677677851528;38;1;0
1,40923675825061;41;1;0
-0,285672043719907;42;1;0
1,74967195249948;35;0;0
-0,742674141498518;45;1;0
0,1551958821459;38;0;0
-1,27970262010379;49;0;0
0,825084453200633;29;0;0
0,0298190995402813;55;0;0
-0,158231543039961;39;0;0
-0,562325117689826;46;1;0
0,41862339062484;33;1;0
-0,159716554546508;35;0;0
-0,877365306440285;34;1;0
1,80109198385826;45;0;0
-0,33599308125368;29;0;0
2,14757989070633;39;1;0
-1,41148831848553;40;1;0
0,0642439992567839;36;1;0
0,189130770065968;49;0;0
-0,158244809799834;31;1;0
-0,748452854552276;45;1;0
-0,699689913812412;29;1;0
0,564520559206218;41;0;0
0,0795478330571724;42;0;0
-0,573039918844187;45;0;0
1,09047666564138;28;1;0
-0,898257364764543;31;0;0
0,457416137514261;42;1;0
1,25890355905705;40;1;0
1,28719877326242;27;1;0
-0,284480384653999;41;1;0
-0,811825330492017;39;0;0
-1,43192556185054;53;1;0
2,10168184604405;39;1;0
1,00687082634517;30;1;0
-0,959297428202763;48;1;0
0,853884010906711;44;0;0
-0,452481893460298;44;1;0
0,128587653428703;43;1;0
-0,717473498395539;38;0;0
0,15188673687212;46;0;0
-0,647652323979944;38;0;0
0,191647756526602;46;0;0
-1,36304520813321;40;0;0
0,0158358281375739;44;0;0
-0,145083552613316;39;0;0
-0,516218163719671;41;0;0
1,18159585316236;36;0;1
0,66261421474305;46;1;0
0,645395025361271;38;0;0
-1,10538162934705;44;0;0
-0,236410713341133;34;0;0
-0,0556064244183994;36;1;0
-1,2043602089556;40;0;0
-0,167455679902375;36;0;0
1,15058591559161;46;1;0
-0,079617921463795;37;0;0
0,120752451972041;46;1;0
-0,0548411309452849;51;0;0
0,09368370586739;48;1;0
-0,252478343759098;34;0;0
-1,00515708879917;38;0;0
-0,0282513645298258;54;1;0
1,6515124887653;38;0;0
1,00264395784542;37;1;0
0,126876179064828;42;0;0
0,261135962433221;38;1;0
-0,174694690961113;31;1;0
-0,463249671689802;31;0;0
0,697025804620879;41;0;0
-0,275851670803322;39;0;0
1,0417247790914;33;0;0
1,25611666751979;42;1;0
0,919573140477542;43;0;0
1,04196920751605;39;1;0
-1,319581946134;45;1;0
-0,00226460023887639;41;0;0
0,361795140190987;32;1;0
-3,92691886686762;51;1;0
-0,799951276636611;37;0;0
0,721895595636118;45;1;0
0,47736429949189;29;0;0
-1,4871639646328;36;1;0
1,28218044405741;29;0;0
0,359543012544432;35;1;0
0,310877939660794;51;1;0
0,433264741015947;41;0;0
1,06885445176011;44;0;0
-0,101924732401102;49;0;0
-0,216782943457492;38;0;0
0,922819883621508;34;1;0
0,600785569040669;44;1;0
-1,12674270470978;50;1;0
-1,66545446432579;43;0;0
-0,221611622190378;43;1;0
0,820665870286927;37;0;0
-1,30467053941423;41;0;0
0,643169921029359;36;1;0
1,22049561654543;41;1;0
1,68498608288551;35;1;0
-2,19779567301329;38;1;0
-0,29658210478468;35;1;0
-0,0381929091219721;42;0;0
-0,425374050877162;35;1;0
-0,199910239368908;50;0;0
0,128528711875939;48;0;0
0,551915621935349;34;1;0
0,363862648699675;34;1;0
0,684789328934013;41;1;0
0,159044937932288;34;0;0
2,32145155544343;33;0;1
-0,202619418422963;43;1;0
-0,0849856175549205;34;1;0
-0,831368199209109;37;0;0
-1,70578191581875;56;1;0
-2,13761108594405;34;0;0
0,185481130977371;46;0;0
0,0945839620700582;41;0;0
-0,0495288363310868;30;0;0
-0,188155062559212;50;0;0
0,900112323833997;51;1;0
0,981304830841439;47;1;0
-0,789856710502855;37;0;0
0,0250710649870027;39;0;0
-0,066872647710364;47;0;0
0,279127741971186;55;1;0
-0,909230981693637;48;1;0
-0,252868198259316;54;1;0
-0,0942678075923246;46;0;0
0,247389328148046;30;1;0
-0,140173286169143;39;1;0
-0,770664617847473;49;0;0
1,35582729796114;43;0;0
-1,50139126862305;39;1;0
-0,871621726768795;33;0;0
